Influent Substrate,HRT,Baffles Active,Substrate Removal,Mean Substrate,Standard Deviation Substrate,Mean Current Density,Standard Deviation Current Density,Biomass,Standard Deviation Biomass,Length
500,2,8,4.427603510790027,480.9172380502856,10.850156018768297,1.3563860920395119,0.0029384864789419414,7000.0,0.0,90
500,2,9,4.981288771909169,479.2048301516763,11.815411312772083,1.356382482581169,0.0028258324600926484,7000.0,0.0,90
750,2,1,0.3691095228586164,747.1546203241439,3.1029392240592637,1.3568856111058336,0.0005989211423460283,7000.0,0.0,90
750,2,10,3.690800310903508,727.5788279483191,13.013584523423605,1.3568707008199474,0.000982183649553278,7000.0,0.0,90
750,2,11,4.060651442880787,726.1464648814083,14.039549878337846,1.356868870330823,0.0009630955638842011,7000.0,0.0,90
750,2,12,4.428095411158484,724.839598387842,15.162404935467496,1.3568670210114187,0.0010003761160500486,7000.0,0.0,90
750,2,13,4.800781540368993,723.6904535508778,16.13654279967612,1.3568653079378588,0.0009811368913048343,7000.0,0.0,90
750,2,14,5.162127448709134,722.6694421888295,17.209871329713817,1.3568633005325572,0.0010099373610545396,7000.0,0.0,90
750,2,15,5.547869388701186,721.8249496056552,18.086133219555443,1.3568616027971636,0.0009933308021035253,7000.0,0.0,90
750,2,16,5.88235041199761,721.1077466044374,18.996287961266788,1.3568597682555643,0.0010179198102998098,7000.0,0.0,90
750,2,17,6.3543446886690464,720.5318251008234,19.745611239903855,1.3568580042570522,0.001003383442841447,7000.0,0.0,90
750,2,18,6.519915650433829,720.1808951344264,20.35616142492982,1.356856017793487,0.00101476383411413,7000.0,0.0,90
750,2,2,0.7382185386817733,744.395607853821,4.38303765145721,1.3568862316054464,0.0008585366809773774,7000.0,0.0,90
750,2,3,1.107327829710554,741.7894790656367,5.466076420463146,1.3568839759138664,0.0007971662731129284,7000.0,0.0,90
750,2,4,1.4764306226431168,739.3081117903087,6.710376927266728,1.3568814332499437,0.0009164253026836502,7000.0,0.0,90
750,2,5,1.8455439367824813,737.0107562578925,7.610680229386056,1.3568798921494958,0.0008718388111815549,7000.0,0.0,90
750,2,6,2.2146323357289477,734.8121758306023,8.758415944377061,1.3568778844673308,0.000940738752965544,7000.0,0.0,90
750,2,7,2.5837698202618715,732.7996788787045,9.734103537557752,1.3568760260677726,0.0009127292497639899,7000.0,0.0,90
750,2,8,2.9527977902808593,730.9085625499081,10.884511658560433,1.3568741581073236,0.000971690235563465,7000.0,0.0,90
