,Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
,NSRDB,771867,-,Iowa,USA,41.61,-93.54,-6,264,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.2.0
Date (MM/DD/YYYY),Year,Month,Day,Hour,Minute,DHI,DNI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2020,2020,4,23,6,30,64,429,9.4,0.16,1.7,92.73,10.5,973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2020,2020,4,23,7,30,93,652,10.2,0.16,1.5,87.27,12.3,973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2020,2020,4,23,8,30,109,773,11.6,0.16,1.5,80.81,14.9,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2020,2020,4,23,9,30,119,840,12.8,0.16,1.8,73.64,17.6,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2020,2020,4,23,10,30,126,877,13.4,0.16,2.3,66.39,19.8,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2020,2020,4,23,11,30,129,897,12.9,0.16,2.5,58.74,21.3,973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2020,2020,4,23,12,30,128,902,12.5,0.16,2.3,54.15,22.2,973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2020,2020,4,23,13,30,123,895,12.2,0.16,1.9,51.78,22.6,973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2020,2020,4,23,14,30,114,870,11.7,0.16,1.7,49.97,22.7,972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2020,2020,4,23,15,30,185,529,11.3,0.16,1.8,49.45,22.4,972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2020,2020,4,23,16,30,145,226,11.3,0.16,1.7,52.12,21.5,973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2020,2020,4,23,17,30,53,181,12.3,0.16,1.6,58.2,20.8,973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2020,2020,4,23,18,30,31,40,13.5,0.16,1.5,82.59,16.5,973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2020,2020,4,23,19,30,0,0,12.3,0.16,1.9,83.11,15.1,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2020,2020,4,23,20,30,0,0,11.9,0.16,2.2,84.49,14.5,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2020,2020,4,23,21,30,0,0,11.8,0.16,2.3,88.69,13.6,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2020,2020,4,23,22,30,0,0,11.6,0.16,2.3,92.3,12.8,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2020,2020,4,23,23,30,0,0,11.4,0.16,2.3,94.82,12.2,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2020,2020,4,24,0,30,0,0,11.2,0.16,2.4,96.28,11.8,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2020,2020,4,24,1,30,0,0,11.1,0.16,2.3,98.07,11.4,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2020,2020,4,24,2,30,0,0,10.9,0.16,1.9,100,10.9,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2020,2020,4,24,3,30,0,0,10.3,0.16,1.6,100,10.3,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2020,2020,4,24,4,30,0,0,9.9,0.16,1.2,100,9.9,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2020,2020,4,24,5,30,3,0,10,0.16,1.2,97.63,10.4,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2020,2020,4,24,6,30,62,38,10.3,0.16,2,92.98,11.4,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2020,2020,4,24,7,30,151,207,10.6,0.16,3.5,87.8,12.6,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2020,2020,4,24,8,30,234,132,10.6,0.16,4.5,82.58,13.5,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2020,2020,4,24,9,30,318,220,10.2,0.16,4.9,76.3,14.3,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2020,2020,4,24,10,30,277,20,9.9,0.16,4.9,71.24,15.1,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2020,2020,4,24,11,30,274,16,9.9,0.16,4.5,68.32,15.7,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2020,2020,4,24,12,30,262,15,9.9,0.16,4,66.22,16.2,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2020,2020,4,24,13,30,237,12,10.1,0.16,3.6,65.73,16.5,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2020,2020,4,24,14,30,129,0,10.1,0.16,3.5,66.5,16.4,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2020,2020,4,24,15,30,135,0,10.1,0.16,3.5,69.16,15.7,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2020,2020,4,24,16,30,134,3,10.1,0.16,2.8,74.02,14.7,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2020,2020,4,24,17,30,59,0,10.8,0.16,2.2,79.9,14.2,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2020,2020,4,24,18,30,17,0,11,0.16,2.2,92.44,12.2,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2020,2020,4,24,19,30,0,0,10.1,0.16,2.9,91.72,11.4,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2020,2020,4,24,20,30,0,0,9.6,0.16,2.4,93.69,10.6,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2020,2020,4,24,21,30,0,0,9.4,0.16,2.3,95.79,10,982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2020,2020,4,24,22,30,0,0,9,0.16,2.5,96.03,9.6,982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2020,2020,4,24,23,30,0,0,8.7,0.16,2.2,97.77,9,982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2020,2020,4,25,0,30,0,0,8.3,0.16,2.1,99.59,8.4,982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2020,2020,4,25,1,30,0,0,7.9,0.16,2.2,100,7.9,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2020,2020,4,25,2,30,0,0,7.5,0.16,2.3,100,7.5,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2020,2020,4,25,3,30,0,0,7.2,0.16,2.3,100,7.2,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2020,2020,4,25,4,30,0,0,6.9,0.16,2.2,100,6.9,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2020,2020,4,25,5,30,9,1,6.6,0.16,2.5,96.27,7.2,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2020,2020,4,25,6,30,75,185,6.7,0.16,2.7,89.45,8.3,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2020,2020,4,25,7,30,151,287,7,0.16,2.9,80.44,10.2,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2020,2020,4,25,8,30,156,605,6.7,0.16,3.4,67.01,12.7,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2020,2020,4,25,9,30,267,449,6.4,0.16,3.7,56.2,15.1,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2020,2020,4,25,10,30,124,897,6.3,0.16,3.7,49.84,16.8,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2020,2020,4,25,11,30,124,920,6.2,0.16,3.6,46.87,17.7,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2020,2020,4,25,12,30,129,912,6.2,0.16,3.3,45.73,18.1,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2020,2020,4,25,13,30,261,580,6.2,0.16,3,45.79,18.1,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2020,2020,4,25,14,30,330,165,6.2,0.16,2.6,46.44,17.8,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2020,2020,4,25,15,30,246,202,6.1,0.16,2.2,47.58,17.4,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2020,2020,4,25,16,30,168,274,6.3,0.16,1.6,50.23,16.7,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2020,2020,4,25,17,30,101,275,7.6,0.16,1.2,56.31,16.3,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2020,2020,4,25,18,30,33,47,9,0.16,0.8,71.09,14.2,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2020,2020,4,25,19,30,0,0,6.9,0.16,0.7,64.22,13.5,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2020,2020,4,25,20,30,0,0,6.6,0.16,0.6,65.19,13,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2020,2020,4,25,21,30,0,0,6.6,0.16,0.7,67.96,12.3,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2020,2020,4,25,22,30,0,0,6.9,0.16,0.8,73.74,11.4,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2020,2020,4,25,23,30,0,0,7.2,0.16,0.9,79.67,10.6,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2020,2020,4,26,0,30,0,0,7.6,0.16,0.9,84.99,10,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2020,2020,4,26,1,30,0,0,7.8,0.16,1,89.4,9.5,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2020,2020,4,26,2,30,0,0,8,0.16,1,92.5,9.2,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2020,2020,4,26,3,30,0,0,8.2,0.16,0.9,95.87,8.8,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2020,2020,4,26,4,30,0,0,8.2,0.16,0.8,98.23,8.5,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2020,2020,4,26,5,30,13,47,8.3,0.16,0.9,94.07,9.2,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2020,2020,4,26,6,30,75,267,9,0.16,1,86.52,11.2,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2020,2020,4,26,7,30,148,255,9.3,0.16,0.9,75.13,13.6,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2020,2020,4,26,8,30,129,729,8.8,0.16,1,63.41,15.7,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2020,2020,4,26,9,30,145,796,8.3,0.16,1.4,56.35,17.1,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2020,2020,4,26,10,30,156,833,8.3,0.16,2,53,18,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2020,2020,4,26,11,30,394,207,8.2,0.16,2.6,50.72,18.6,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2020,2020,4,26,12,30,250,624,8,0.16,2.9,48.75,19,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2020,2020,4,26,13,30,341,318,7.8,0.16,3.1,46.88,19.4,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2020,2020,4,26,14,30,270,463,7.5,0.16,3.1,45.59,19.6,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2020,2020,4,26,15,30,200,544,7.4,0.16,3,45.15,19.6,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2020,2020,4,26,16,30,132,581,7.4,0.16,2.5,47.25,18.9,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2020,2020,4,26,17,30,94,400,9.3,0.16,2.1,55.79,18.3,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2020,2020,4,26,18,30,37,135,10.9,0.16,1.6,81.7,14,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2020,2020,4,26,19,30,0,0,9.1,0.16,1.9,80.4,12.4,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2020,2020,4,26,20,30,0,0,8.7,0.16,2.3,80.17,12,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2020,2020,4,26,21,30,0,0,8.5,0.16,2.6,81.08,11.6,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2020,2020,4,26,22,30,0,0,8.3,0.16,2.8,83.54,11,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2020,2020,4,26,23,30,0,0,8.2,0.16,3,84.82,10.7,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020,2020,4,27,0,30,0,0,8.3,0.16,3.3,86.32,10.5,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020,2020,4,27,1,30,0,0,8.4,0.16,3.4,88.1,10.3,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020,2020,4,27,2,30,0,0,8.4,0.16,3.5,89.93,10,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020,2020,4,27,3,30,0,0,8.4,0.16,3.8,90.35,9.9,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020,2020,4,27,4,30,0,0,8.3,0.16,4.3,90.03,9.9,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020,2020,4,27,5,30,6,0,8.3,0.16,4.6,86.74,10.4,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020,2020,4,27,6,30,48,71,8.6,0.16,4.8,80.26,11.9,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020,2020,4,27,7,30,120,500,9.5,0.16,5.5,70.8,14.7,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020,2020,4,27,8,30,112,759,10.1,0.16,6.8,60.88,17.7,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020,2020,4,27,9,30,124,823,10.8,0.16,7.4,55.74,19.9,982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020,2020,4,27,10,30,138,844,11.8,0.16,7.3,53.84,21.5,982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020,2020,4,27,11,30,248,661,12.7,0.16,6.7,52.82,22.8,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020,2020,4,27,12,30,185,797,13.6,0.16,5.9,52.71,23.8,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020,2020,4,27,13,30,328,485,14.2,0.16,5.1,52.51,24.5,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020,2020,4,27,14,30,233,599,14.4,0.16,4.4,51.75,25,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020,2020,4,27,15,30,157,666,14.3,0.16,3.8,51.5,25,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020,2020,4,27,16,30,105,668,14.1,0.16,2.7,53.73,24.1,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020,2020,4,27,17,30,84,481,16.1,0.16,1.9,63.96,23.3,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020,2020,4,27,18,30,39,137,16.1,0.16,1,83.37,19,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020,2020,4,27,19,30,0,0,13.3,0.16,0.7,76.64,17.4,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020,2020,4,27,20,30,0,0,12.6,0.16,0.7,75.55,17,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020,2020,4,27,21,30,0,0,12.4,0.16,1.4,79.14,16,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020,2020,4,27,22,30,0,0,12.8,0.16,2.2,88.3,14.7,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020,2020,4,27,23,30,0,0,13.2,0.16,2.6,95.17,14,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020,2020,4,28,0,30,0,0,13.5,0.16,2.8,99.74,13.5,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020,2020,4,28,1,30,0,0,13.1,0.16,2.8,100,13.1,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020,2020,4,28,2,30,0,0,13,0.16,2.9,100,13,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020,2020,4,28,3,30,0,0,13.1,0.16,3.1,100,13.1,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020,2020,4,28,4,30,0,0,13.3,0.16,3.6,100,13.3,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020,2020,4,28,5,30,13,17,13.2,0.16,4,97.14,13.6,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020,2020,4,28,6,30,49,3,13.2,0.16,4.2,93.17,14.3,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020,2020,4,28,7,30,41,0,13.8,0.16,4.2,89.98,15.4,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020,2020,4,28,8,30,52,0,14.6,0.16,4.3,88.03,16.6,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020,2020,4,28,9,30,83,0,15.5,0.16,4.7,85.67,17.9,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020,2020,4,28,10,30,331,45,16.1,0.16,5.1,81.23,19.4,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020,2020,4,28,11,30,260,15,16.1,0.16,5.3,74.22,20.9,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020,2020,4,28,12,30,401,106,15.5,0.16,5.4,65.19,22.3,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020,2020,4,28,13,30,393,306,14.2,0.16,5.6,57.21,23.1,973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020,2020,4,28,14,30,288,472,13.1,0.16,6.4,53.88,22.9,973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020,2020,4,28,15,30,181,597,12.5,0.16,7.5,59.36,20.7,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020,2020,4,28,16,30,98,731,11.5,0.16,7.7,69.26,17.2,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020,2020,4,28,17,30,77,577,9.6,0.16,7.5,68.06,15.5,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020,2020,4,28,18,30,40,257,8.4,0.16,5.3,72.92,13.2,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020,2020,4,28,19,30,0,0,8.3,0.16,4.8,75.83,12.4,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020,2020,4,28,20,30,0,0,8.2,0.16,4.7,78.68,11.8,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020,2020,4,28,21,30,0,0,8.2,0.16,4.2,82.05,11.1,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020,2020,4,28,22,30,0,0,8.2,0.16,3.7,86.06,10.4,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020,2020,4,28,23,30,0,0,8.2,0.16,3.5,89.17,9.9,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2020,2020,4,29,0,30,0,0,8.2,0.16,3.6,91.8,9.5,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2020,2020,4,29,1,30,0,0,8.2,0.16,4,93.37,9.2,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2020,2020,4,29,2,30,0,0,7.9,0.16,4.9,93.48,8.9,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2020,2020,4,29,3,30,0,0,7.3,0.16,5.7,93.09,8.4,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2020,2020,4,29,4,30,0,0,6.8,0.16,6.5,91.98,8,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2020,2020,4,29,5,30,10,36,6.4,0.16,7.5,90.59,7.8,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2020,2020,4,29,6,30,53,243,6,0.16,8.2,87.39,8,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2020,2020,4,29,7,30,81,0,6,0.16,8.5,82.61,8.8,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2020,2020,4,29,8,30,193,14,6,0.16,9,74.47,10.3,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2020,2020,4,29,9,30,313,122,5.9,0.16,9.4,66.06,12,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2020,2020,4,29,10,30,275,20,5.9,0.16,9.5,59.42,13.7,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2020,2020,4,29,11,30,318,67,6.3,0.16,9.5,54.91,15.3,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2020,2020,4,29,12,30,389,227,6.8,0.16,9.4,52.33,16.6,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2020,2020,4,29,13,30,403,224,7.1,0.16,9.2,51.01,17.3,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2020,2020,4,29,14,30,198,631,7.2,0.16,8.8,50.87,17.5,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2020,2020,4,29,15,30,90,874,7.3,0.16,8.4,51.78,17.3,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2020,2020,4,29,16,30,80,800,7.2,0.16,7.5,53.6,16.7,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2020,2020,4,29,17,30,63,662,7.1,0.16,6.9,54.95,16.2,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2020,2020,4,29,18,30,35,367,7.3,0.16,4.6,66.24,13.5,982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2020,2020,4,29,19,30,0,0,7.4,0.16,4,73.75,11.9,982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2020,2020,4,29,20,30,0,0,7.3,0.16,3.8,78,11,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2020,2020,4,29,21,30,0,0,7.3,0.16,3.6,81.46,10.3,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2020,2020,4,29,22,30,0,0,7.2,0.16,3.4,85.11,9.6,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2020,2020,4,29,23,30,0,0,7.1,0.16,3.2,88.16,9,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2020,2020,4,30,0,30,0,0,7,0.16,3.2,89.85,8.6,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2020,2020,4,30,1,30,0,0,6.9,0.16,3.4,91.79,8.2,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2020,2020,4,30,2,30,0,0,6.9,0.16,3.4,94.03,7.8,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2020,2020,4,30,3,30,0,0,6.8,0.16,3.1,98.55,7,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2020,2020,4,30,4,30,0,0,6.4,0.16,2.8,100,6.4,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2020,2020,4,30,5,30,20,194,6.4,0.16,3.1,95.12,7.1,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2020,2020,4,30,6,30,55,607,6.5,0.16,3.2,82.59,9.3,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2020,2020,4,30,7,30,73,793,7.3,0.16,3.4,71.03,12.4,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2020,2020,4,30,8,30,88,878,5.3,0.16,4.1,51.47,15.2,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2020,2020,4,30,9,30,100,923,3.9,0.16,4.3,41.98,16.9,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2020,2020,4,30,10,30,105,951,3.8,0.16,4.2,38.27,18.3,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2020,2020,4,30,11,30,102,974,4,0.16,3.9,35.97,19.5,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
